## MB CDI: WGs

# Note: no stress, alternates (/) on separate lines, phrases on same line, shh removed

Children
Word      	Length    	PS1       	PS2       	PS3       	PS4       	PS5       	PS6       	PS7       	PS8       	PS9       	PS10      	PS11      	PS12      	PS13      	PS14      	PS15      	PS16      	PS sum    	PS avg    	B1        	B2        	B3        	B4        	B5        	B6        	B7        	B8        	B9        	B10       	B11       	B12       	B13       	B14       	B15       	B sum     	B avg     	ND        	Neighbors 
noCe      	4         	0.02559   	0.155636  	0.013114  	0.121792  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.316132  	0.079033  	0.006842  	0.003367  	0.003814  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.014023  	0.004674  	1         	koCe 
temp4ano  	8         	0.063798  	0.159741  	0.05063   	0.026101  	0.159779  	0.213001  	0.084278  	0.169631  	--        	--        	--        	--        	--        	--        	--        	--        	0.926959  	0.11587   	0.010502  	0.005392  	0.012126  	0.003209  	0.027443  	0.013416  	0.014842  	--        	--        	--        	--        	--        	--        	--        	--        	0.08693   	0.012419  	0         	
ama4iLo   	7         	0.096142  	0.01469   	0.069202  	0.057391  	0.057223  	0.009549  	0.149308  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.453505  	0.064786  	0.005754  	0.003417  	0.010522  	0.007491  	0.006859  	0.006672  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.040715  	0.006786  	0         	
aTul      	4         	0.096142  	0.00626   	0.013209  	0.020278  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.135889  	0.033972  	0.004996  	0.000999  	0.001714  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.007709  	0.00257   	0         	
bonita    	6         	0.079448  	0.155636  	0.091292  	0.095078  	0.073147  	0.213001  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.707602  	0.117934  	0.013365  	0.02285   	0.006442  	0.02037   	0.045965  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.108992  	0.021798  	2         	bolita bonito 
kaljente  	8         	0.127606  	0.229284  	0.076683  	0.021672  	0.095506  	0.068266  	0.083662  	0.060876  	--        	--        	--        	--        	--        	--        	--        	--        	0.763555  	0.095444  	0.052785  	0.023918  	0.001783  	0.009893  	0.015042  	0.026382  	0.034215  	--        	--        	--        	--        	--        	--        	--        	--        	0.164017  	0.023431  	2         	kljente baljente 
kansado   	7         	0.127606  	0.229284  	0.091292  	0.03176   	0.16254   	0.034942  	0.149308  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.826733  	0.118105  	0.052785  	0.027315  	0.003582  	0.006211  	0.010687  	0.016721  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.1173    	0.01955   	0         	
Ciko      	4         	0.016871  	0.09512   	0.05226   	0.12035   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.284601  	0.07115   	0.006199  	0.009675  	0.016609  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.032482  	0.010827  	4         	tiko riko piko Cibo 
kontento  	8         	0.127606  	0.155636  	0.091292  	0.073825  	0.095506  	0.068266  	0.083662  	0.169631  	--        	--        	--        	--        	--        	--        	--        	--        	0.865425  	0.108178  	0.043916  	0.02285   	0.024747  	0.015258  	0.015042  	0.026382  	0.039742  	--        	--        	--        	--        	--        	--        	--        	--        	0.187936  	0.026848  	0         	
kwidado   	7         	0.127606  	0.035333  	0.036595  	0.034459  	0.16254   	0.034942  	0.149308  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.580783  	0.082969  	0.009593  	0.003087  	0.003479  	0.012534  	0.010687  	0.016721  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.0561    	0.00935   	0         	
dife4ente 	9         	0.051262  	0.09512   	0.01094   	0.121792  	0.159779  	0.085745  	0.084278  	0.045491  	0.072754  	--        	--        	--        	--        	--        	--        	--        	0.727161  	0.080796  	0.007358  	0.001159  	0.003841  	0.04418   	0.012149  	0.017373  	0.014514  	0.029406  	--        	--        	--        	--        	--        	--        	--        	0.129979  	0.016247  	0         	
difiTil   	7         	0.051262  	0.09512   	0.01094   	0.095078  	0.024973  	0.061922  	0.024464  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.363759  	0.051966  	0.007358  	0.001159  	0.001362  	0.006913  	0.00653   	0.004827  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.028149  	0.004691  	0         	
enfe4mo   	7         	0.058292  	0.034888  	0.01094   	0.121792  	0.159779  	0.006363  	0.149308  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.541361  	0.077337  	0.017682  	0.002711  	0.003841  	0.04418   	0.003095  	0.004482  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.07599   	0.012665  	0         	
enoxado   	7         	0.058292  	0.034888  	0.029795  	0.010191  	0.16254   	0.034942  	0.149308  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.479956  	0.068565  	0.017682  	0.001479  	0         	0.004178  	0.010687  	0.016721  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.050746  	0.008458  	0         	
feo       	3         	0.029846  	0.159741  	0.029795  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.219382  	0.073127  	0.004667  	0.002279  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.006947  	0.003473  	2         	teo leo 
f4io      	4         	0.029846  	0.062393  	0.036595  	0.12035   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.249184  	0.062296  	0.004795  	0.013612  	0.001003  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.019411  	0.00647   	1         	k4io 
fuCi      	4         	0.029846  	0.054065  	0.013114  	0.095078  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.192103  	0.048026  	0.002143  	0.003209  	0.002477  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.007829  	0.00261   	0         	
g4ande    	6         	0.028657  	0.062393  	0.069202  	0.037318  	0.040828  	0.085745  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.324142  	0.054024  	0.006337  	0.016721  	0.014082  	0.005261  	0.007961  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.050363  	0.010073  	0         	
gwapo     	5         	0.028657  	0.035333  	0.069202  	0.026101  	0.088732  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.248024  	0.049605  	0.004617  	0.012544  	0.00064   	0.00477   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.022572  	0.005643  	0         	
amb4e     	5         	0.096142  	0.01469   	0.050349  	0.057391  	0.095506  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.314078  	0.062816  	0.005754  	0.005328  	0.007928  	0.014476  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.033486  	0.008372  	1         	omb4e 
igwal     	5         	0.022575  	0.006724  	0.00581   	0.184129  	0.040825  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.260062  	0.052012  	0.001958  	0.002522  	0.002585  	0.011394  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.018458  	0.004615  	0         	
limpjo    	6         	0.027376  	0.09512   	0.05063   	0.026101  	0.018208  	0.147341  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.364777  	0.060796  	0.003945  	0.005836  	0.012126  	0.002019  	0.010849  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.034774  	0.006955  	0         	
Zeno      	4         	0.010847  	0.159741  	0.091292  	0.12035   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.38223   	0.095557  	0.003509  	0.020959  	0.007851  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.032319  	0.010773  	2         	reno Zena 
malo      	4         	0.08041   	0.229284  	0.076683  	0.12035   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.506727  	0.126682  	0.032391  	0.023918  	0.014636  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.070945  	0.023648  	6         	mal maxo palo mano mago maCo 
