Children
Word      	Length    	PS1       	PS2       	PS3       	PS4       	PS5       	PS6       	PS7       	PS8       	PS9       	PS10      	PS11      	PS12      	PS13      	PS14      	PS15      	PS sum    	PS avg    	B1        	B2        	B3        	B4        	B5        	B6        	B7        	B8        	B9        	B10       	B11       	B12       	B13       	B14       	B sum     	B avg     	ND        	Neighbors 
tenedO4   	7         	0.046415  	0.168005  	0.093701  	0.087904  	0.042192  	0.022732  	0.072946  	--        	--        	--        	--        	--        	--        	--        	--        	0.533895  	0.076271  	0.009408  	0.019016  	0.00498   	0.002798  	0.00348   	0.004892  	--        	--        	--        	--        	--        	--        	--        	--        	0.044572  	0.007429  	2         	texedO4 tenedO4 
tixE4as   	7         	0.046415  	0.061356  	0.016627  	0.041917  	0.114261  	0.09297   	0.085137  	--        	--        	--        	--        	--        	--        	--        	--        	0.458683  	0.065526  	0.002306  	0.001983  	0.002035  	0.012751  	0.01798   	0.019828  	--        	--        	--        	--        	--        	--        	--        	--        	0.056883  	0.00948   	4         	tixE4a lixE4as dixE4as tixE4as 
toALa     	5         	0.046415  	0.119398  	0.018638  	0.003385  	0.074173  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.262008  	0.052402  	0.004969  	0.000232  	0.000186  	0.00089   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.006277  	0.001569  	4         	tALa toALas t4ALa toALa 
t4Apo     	5         	0.046415  	0.080137  	0.018638  	0.036094  	0.051057  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.232341  	0.046468  	0.014613  	0.004579  	0.000257  	0.004118  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.023567  	0.005892  	15        	tapO tApo t4Axo t4atO t4Ato t4Apos t4Amo t4agO t4Ago g4Apo t4ATo t4Opo t4apIo t4Apo at4apO 
bAsos     	5         	0.059963  	0.034641  	0.08856   	0.059853  	0.052692  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.295708  	0.059142  	0.003656  	0.002907  	0.003234  	0.008343  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.01814   	0.004535  	18        	basO bAso bAxos bAstos bAros rAsos pAsos bAnos bAmos bAlos bAskos kAsos bAgos bAJos bIsos bAses bEsos bAsos 
bEla      	4         	0.059963  	0.024238  	0.05951   	0.083611  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.227321  	0.05683   	0.003104  	0.001872  	0.006798  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.011774  	0.003925  	38        	bEl bEa blA xEla bwEla wEla bEta tEla bElas bEsa belA4 be4A bE4a bE4la bEra rEla pelA pEla bElan bEna nEla bEka bElga bEga bEfa bElda bEda TEla bEba bELa bjEla jEla bElo bOla beIa bIla bEla bAla 
albE4ka   	7         	0.105907  	0.031816  	0.051788  	0.041917  	0.114261  	0.020782  	0.103739  	--        	--        	--        	--        	--        	--        	--        	--        	0.47021   	0.067173  	0.010918  	0.001919  	0.003277  	0.012751  	0.001754  	0.006726  	--        	--        	--        	--        	--        	--        	--        	--        	0.037344  	0.006224  	1         	albE4ga 
pisTIna   	7         	0.09654   	0.061356  	0.08856   	0.021876  	0.031702  	0.085153  	0.103739  	--        	--        	--        	--        	--        	--        	--        	--        	0.488926  	0.069847  	0.004881  	0.010441  	0.002221  	0.001959  	0.005151  	0.009868  	--        	--        	--        	--        	--        	--        	--        	--        	0.034521  	0.005753  	2         	pisTInas pisTIna 
A4bol     	5         	0.006828  	0.080137  	0.051788  	0.059853  	0.045149  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.243755  	0.048751  	0.000979  	0.001079  	0.004019  	0.004271  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.010349  	0.002587  	2         	A4bos A4bol 
bandE4a   	7         	0.059963  	0.113085  	0.093701  	0.032551  	0.041278  	0.076799  	0.103739  	--        	--        	--        	--        	--        	--        	--        	--        	0.521116  	0.074445  	0.012047  	0.014584  	0.010535  	0.002702  	0.012363  	0.013758  	--        	--        	--        	--        	--        	--        	--        	--        	0.065989  	0.010998  	5         	bandExa bandE4as bande4Ia bandE4a bende4A 
TjElo     	5         	0.015021  	0.013401  	0.025143  	0.029449  	0.051057  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.134071  	0.026814  	0.00125   	0.006077  	0.001898  	0.002897  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.012122  	0.003031  	7         	TElo jElo TjElos TjEro TjEno TjEgo TjElo 
koladE4a  	8         	0.116977  	0.119398  	0.05951   	0.083611  	0.042192  	0.034156  	0.072946  	0.114141  	--        	--        	--        	--        	--        	--        	--        	0.642931  	0.080366  	0.05555   	0.012116  	0.006798  	0.005503  	0.002714  	0.010867  	0.012922  	--        	--        	--        	--        	--        	--        	--        	0.106472  	0.01521   	0         	
kolUmpjo  	8         	0.116977  	0.119398  	0.05951   	0.010261  	0.023075  	0.008375  	0.031615  	0.100636  	--        	--        	--        	--        	--        	--        	--        	0.469848  	0.058731  	0.05555   	0.012116  	0.000697  	0.000607  	0.001332  	0.000314  	0.00822   	--        	--        	--        	--        	--        	--        	--        	0.078837  	0.011262  	2         	kolUmpjos kolUmpjo 
est4ELa   	7         	0.081564  	0.036225  	0.069944  	0.058145  	0.041278  	0.006159  	0.103739  	--        	--        	--        	--        	--        	--        	--        	--        	0.397055  	0.056722  	0.025206  	0.012593  	0.010954  	0.00395   	0.000522  	0.002432  	--        	--        	--        	--        	--        	--        	--        	--        	0.055657  	0.009276  	7         	est4ELas est4eLA4 est4ELan est4Ena est4ECa est4eLO est4ELa 
flO4      	4         	0.0328    	0.031816  	0.009196  	0.058145  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.131956  	0.032989  	0.002204  	0.000948  	0.001697  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.00485   	0.001617  	8         	flO fO4 flUo4 flO4o flO4 olO4 flO4i flO4a 
fwEgo     	5         	0.0328    	0.015215  	0.025143  	0.022453  	0.051057  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.146667  	0.029333  	0.001024  	0.006798  	0.001697  	0.002058  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.011577  	0.002894  	7         	xwEgo fwEgos fwE4o f4Ego rwEgo lwEgo fwEgo 
Oxas      	4         	0.003411  	0.002843  	0.046669  	0.042547  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.09547   	0.023868  	0.000131  	0.000202  	0.003879  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.004212  	0.001404  	11        	Oxa O4as rOxas mOxas Olas kOxas OLas Oxos Oxas oIas Ixas 
lEJa      	4         	0.026421  	0.024238  	0.00505   	0.083611  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.139319  	0.03483   	0.001387  	0.000169  	0.001146  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.002702  	0.000901  	15        	lEa lEJas lEsa sEJa lE4a pEJa lEna lEma lEda lEba leJO lEJo leIa lEJe lEJa 
ZUbja     	5         	0.007283  	0.012529  	0.051788  	0.023486  	0.074173  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.169259  	0.033852  	0.000216  	0.001099  	0.003617  	0.003248  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.00818   	0.002045  	3         	ZUbjas rUbja ZUbja 
lUna      	4         	0.026421  	0.012529  	0.093701  	0.083611  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.216262  	0.054065  	0.000889  	0.001477  	0.004478  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.006844  	0.002281  	18        	Una tUna lUns lUnas lunA4 lUpa lUka kUna dUna lUnC lUCa ZUna lUna lOna lIna lEna lAna aUna 
maTEta    	6         	0.059878  	0.113085  	0.022256  	0.041917  	0.059345  	0.09297   	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.389452  	0.064909  	0.018735  	0.004074  	0.001749  	0.003259  	0.01192   	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.039735  	0.007947  	7         	maTEtas malEta makEta gaTEta faTEta maTEda maTEta 
mangE4a   	7         	0.059878  	0.113085  	0.093701  	0.022453  	0.041278  	0.076799  	0.103739  	--        	--        	--        	--        	--        	--        	--        	--        	0.510934  	0.072991  	0.018735  	0.014584  	0.003524  	0.000346  	0.012363  	0.013758  	--        	--        	--        	--        	--        	--        	--        	--        	0.06331   	0.010552  	2         	manE4a manTE4a 
muJEkod...	13        	0.059878  	0.044053  	0.00505   	0.041917  	0.022926  	0.068776  	0.055464  	0.052195  	0.080934  	0.038019  	0.018177  	0.005184  	0.132665  	--        	--        	0.625238  	0.048095  	0.002872  	0.000586  	0.000414  	0.00041   	0.004169  	0.000309  	0.003352  	0.008235  	0.000433  	0.008195  	0         	0         	--        	--        	0.028975  	0.002415  	0         	
nUbe      	4         	0.01656   	0.012529  	0.051788  	0.087904  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.168782  	0.042195  	0.000545  	0.001099  	0.00778   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.009425  	0.003142  	8         	Ube xUbe tUbe nUbes sUbe nUbe nObe nAbe 
pAla      	4         	0.09654   	0.034641  	0.05951   	0.083611  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.274302  	0.068575  	0.003599  	0.003426  	0.006798  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.013822  	0.004607  	40        	pAl plA alA Ala pAxa pAta pAlas pAsa sAla pA4la pAra rAla pAlpa papA pApa pAna pAlma mAla lAla pAka kAla pagA pAga gAla pAda paCA pAba bAla ZAla pALa pAlau pAula pAlo pOla pAli pIla palE pelA pEla pAla 
pAlo      	4         	0.09654   	0.034641  	0.05951   	0.059853  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.250544  	0.062636  	0.003599  	0.003426  	0.004681  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.011705  	0.003902  	36        	pAl Alo xAlo pAto pAlos pasO pAso pa4O pA4o pA4lo rAlo pApo pAlmo mAlo lAlo pAlko pAko kalO kAlo pagO pAgo gAlo fAlo pACo pAbo pAblo pAJo pALo pAulo paOlo pOlo pAli palE pElo pAla pAlo 
pAsto     	5         	0.09654   	0.034641  	0.08856   	0.075229  	0.051057  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.346027  	0.069205  	0.003599  	0.002907  	0.022721  	0.005137  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.034364  	0.008591  	17        	pasO pAso pAto pastO4 pA4to pastOn kAsto pagtO pAgto gastO gAsto bAsto pasIto pIsto pasEo pAsta pAsto 
pjEd4a    	6         	0.09654   	0.013401  	0.025143  	0.032551  	0.114261  	0.09297   	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.374866  	0.062478  	0.001308  	0.006077  	0.000984  	0.001839  	0.01798   	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.028187  	0.005637  	3         	pjE4a pjEd4as pjEd4a 
